"sessionId (text)","page (text)","latency (number)","timeOnPage (number)"
b9117f9e,,71,
38c46204,query,17,320.367
38a46750,query,60,333.006
b93dd894,welcome,24,31.834
b911246e,explore,254,101.666
b884458d,query,151,437.059
38bf03ee,query,49,248.901
b8a03570,,25,
3885e011,query,28,382.700
390653d5,welcome,57,29.288
375a0fb8,query,54,404.572
39244a12,welcome,7,26.962
b809a4da,query,153,451.763
b8714d14,query,85,349.105
b85b2223,explore,33,68.910
3887546a,query,88,375.277
390246be,query,85,419.006
392de0eb,explore,22,81.783
392c2881,query,56,354.150
b804cad1,query,17,322.715
b7c35ec2,explore,70,209.959
b802f2cb,welcome,48,17.348
38d32429,query,17,238.528
3949d1bf,query,177,344.809
389a6308,,10,
3802712c,,10,
38cff809,explore,101,73.353
b8982982,welcome,25,26.610
392f1857,welcome,37,15.167
b8325408,explore,66,87.314
b93c44d3,query,249,335.685
b6a3dff8,explore,49,107.641
b83d2de5,explore,136,70.336
b8515a47,query,17,380.012
b6969284,,15,
b917fd2e,,10,
b8dfa8ea,index,52,45.093
b932eebf,welcome,24,31.446
390e1025,query,98,332.719
b89448ed,index,19,50.757
b8efd34b,explore,113,150.054
b7979420,welcome,66,19.319
b6a076f7,,45,
392053ac,query,118,343.048
3948d582,query,144,451.384
38885716,welcome,7,24.428
b91c0134,welcome,46,43.016
38857e4b,explore,22,127.982
35879bc3,index,18,43.749
b9885d9d,welcome,19,20.293
b8899f23,explore,25,145.711
b802f2cb,query,39,437.688
b884458d,welcome,39,28.084
37edb6b8,explore,219,97.114
b89448ed,,44,
b83d2de5,explore,92,175.497
b812fc1f,explore,81,172.273
38885716,query,134,421.538
b8c9549b,explore,22,58.429
b89f4473,welcome,32,20.629
37c41fa9,explore,341,145.640
b916eb9a,explore,22,105.099
390c55bc,explore,305,136.496
b909c26c,explore,62,61.939
390d895e,explore,210,140.716
3904fd41,query,62,494.859
38f0dc34,query,110,508.908
b91f4de8,explore,22,81.047
b8a8eddc,explore,164,126.521
b8cf2084,query,43,345.797
395032f5,welcome,13,28.059
b70ea5fb,explore,116,130.343
b6ee888d,explore,22,127.788
b9007e9e,explore,78,104.410
390e1025,,10,
b896f0d6,query,56,427.141
b7c35ec2,welcome,15,27.756
b896f0d6,explore,22,108.325
383eeaf4,query,41,393.319
b857b5e3,welcome,7,39.889
390d895e,explore,29,55.319
b7cdbed1,explore,68,158.037
38a69115,query,97,410.314
37698621,explore,22,138.571
b93b28d7,query,17,418.206
385b91a0,query,34,353.946
b8a03570,welcome,15,29.108
b6ee888d,welcome,7,41.636
b8939781,explore,143,90.233
37485290,query,17,316.410
b9256e5f,,78,
b852ed16,explore,89,147.988
39016ffa,explore,217,80.690
b8982982,query,76,468.133
37c41fa9,index,13,39.513
b924f71e,explore,22,131.226
b924f71e,explore,353,104.410
3895646c,index,22,31.515
370e3459,query,64,461.873
39185173,welcome,27,33.846
38c3b179,explore,204,126.622
383eeaf4,query,221,302.120
39211f19,welcome,19,21.067
38713c1f,,18,
3836208a,explore,87,81.001
b8c5530a,explore,66,78.156
3823b826,index,4,55.361
b83d2de5,explore,47,26.969
3979c71a,query,118,357.586
b70ea5fb,index,41,68.350
b8b47609,query,21,445.630
b884458d,,18,
b916b847,index,57,84.570
38323ae2,index,40,64.047
38de123b,index,12,63.673
b8a8eddc,welcome,8,24.974
b83e6c46,explore,154,138.372
b821fed6,query,278,352.599
b77eea9a,query,68,381.662
b95bbe87,explore,22,45.787
b74f3339,explore,57,136.907
b8d3996f,welcome,184,22.771
35543f9a,query,323,381.413
b911df8e,explore,554,48.926
b8e24edc,,17,
b7a2c6eb,index,4,49.049
3633323a,query,98,316.024
b89448ed,explore,22,106.970
39500b6a,query,128,403.848
b6abe36a,explore,205,78.649
3865afa7,query,36,383.456
b8c22876,query,17,225.200
39500b6a,welcome,10,27.206
38a69115,,33,
b924f71e,query,65,337.231
b8939781,welcome,51,34.268
b8ef6134,explore,188,33.795
392053ac,welcome,27,42.605
b931a4ef,welcome,24,19.484
b89c60d2,query,92,447.174
385880f7,explore,22,179.975
b4a9b492,,22,
375a0fb8,index,6,47.465
b8901c65,explore,88,158.118
38e48b29,,24,
b8a4f47e,query,82,376.794
385880f7,explore,33,88.275
39035516,explore,22,78.564
b8a03570,query,52,379.398
37eb0599,welcome,23,28.714
38de164d,query,229,338.201
38c3a6cd,query,186,407.530
39244a12,query,104,401.744
392f1857,query,60,327.859
36f82cd3,explore,46,201.636
395032f5,welcome,58,36.875
390c9297,explore,67,133.153
36f82cd3,welcome,15,27.340
b8b47609,,114,
b99b6e47,query,66,350.429
3797e298,welcome,81,19.030
b6a3dff8,explore,260,171.963
b93b28d7,,35,
b8e6533d,welcome,7,35.302
b9017c35,query,42,373.664
3886474c,query,73,346.678
b8ba1a52,welcome,89,33.598
38cf3752,query,30,403.813
39015c1a,query,17,374.846
38720977,query,92,534.830
3820a503,explore,25,97.449
390135b5,query,617,412.413
b8e24edc,index,23,64.140
37b4e37c,explore,60,174.567
b9219347,explore,120,131.381
390653d5,welcome,112,33.200
b89b7a52,query,17,419.531
b8c9549b,,18,
b8982982,query,98,318.644
b70ea5fb,welcome,9,46.170
38085a47,,38,
b8a4f47e,query,43,348.905
b8a7b0a3,explore,37,109.698
b8b97ca4,index,18,58.745
b9129922,welcome,39,12.760
37eb0599,query,79,362.220
b860b8ce,explore,22,65.272
3885e011,query,28,367.720
3865afa7,query,192,495.551
b8eb316f,welcome,42,15.298
b825d13a,explore,22,75.934
b802d077,explore,22,140.910
391bec26,query,50,379.938
b813a978,query,382,416.090
b96982b1,welcome,7,17.585
b91c80f6,query,143,348.932
b91c80f6,query,65,345.687
b962874b,explore,34,74.184
38db4fae,explore,164,102.804
b8901c65,query,21,429.036
373d3202,query,41,384.272
b8c9549b,explore,60,177.942
b916eb9a,explore,22,148.104
35879bc3,explore,202,89.614
b96982b1,query,248,322.490
b89ec9cf,explore,163,205.518
391d2550,welcome,42,35.627
b7dad730,query,133,579.816
383dde3e,index,4,55.574
389f501e,explore,40,126.674
38d9d675,index,4,58.229
b916eb9a,query,309,375.900
b58346af,,57,
390d7bef,query,47,439.097
b8c5530a,query,82,318.924
391947fc,welcome,110,24.088
374f8900,query,72,358.112
3819acb6,explore,118,131.778
b7a9727b,query,101,349.308
38717e29,query,17,361.009
38acef48,explore,22,60.262
37485290,explore,22,95.276
388b3a69,query,115,381.085
39185173,,28,
38c466e6,explore,22,56.667
389c6cf3,explore,133,122.131
38720977,welcome,37,28.807
392c2881,query,214,376.066
b950ab3c,explore,28,116.730
38a9bf72,query,17,391.092
b7cdbed1,query,272,412.724
38085a47,explore,22,62.449
b83257d7,query,74,310.349
38980291,explore,67,124.472
b80e1131,index,39,33.428
37b7138d,index,10,46.211
b851a1d5,index,56,41.995
358f4768,query,69,386.537
b8ba1a52,explore,22,10.915
390c55bc,,116,
37485290,index,42,61.872
38a69115,explore,65,130.770
b77eea9a,query,24,449.920
38a3c7d8,query,121,392.014
3819acb6,query,33,380.451
b911246e,,79,
38db4fae,welcome,10,39.288
b9256e5f,welcome,35,35.315
b8c9549b,explore,22,120.585
388d02e8,welcome,51,23.527
b80dff05,index,11,37.409
b809a4da,query,230,320.595
b8eb316f,query,19,426.120
b8275132,welcome,80,28.927
3882f4f1,query,40,397.396
b7ddbdfa,welcome,7,46.121
37485290,query,17,291.078
b89448ed,,45,
b932eebf,query,37,393.171
b9885d9d,explore,203,130.317
b9721abb,query,65,416.235
390b6e97,query,321,428.029
b91545dc,query,37,300.318
392f1857,explore,275,78.241
38de123b,query,17,501.212
391a8556,query,19,446.166
b9051627,query,64,416.380
39185173,welcome,22,38.026
378adfcf,query,46,417.255
3981c18d,index,8,13.866
b91f4de8,query,81,303.214
b7f37d19,query,32,442.602
b8a3b16b,,47,
b851a1d5,explore,69,118.247
3766a4dd,query,123,504.843
b79d6170,query,43,420.895
362f6947,index,16,36.279
391bec26,explore,189,99.989
36b27679,explore,193,136.893
b804cad1,query,41,428.926
396389c4,explore,22,134.392
38a69115,,70,
b849771b,explore,49,92.041
3917268e,query,117,376.620
b8eb316f,,26,
b916b847,query,133,447.706
b81d5589,query,60,463.480
b8dfa8ea,query,23,261.378
b809a4da,welcome,7,30.818
b962874b,query,43,242.816
b8899f23,query,71,446.965
b8d5a408,explore,42,87.037
38bf03ee,index,4,58.607
389c6cf3,query,17,399.837
39211f19,query,261,409.692
38d99f08,query,149,373.891
b84ff761,welcome,72,41.294
b883842e,index,8,37.150
b917fd2e,query,50,342.068
391d1347,query,188,343.695
37be0f14,explore,22,149.467
b99b6e47,query,25,363.477
392de0eb,query,17,378.459
b894f0c7,welcome,38,32.106
b9130c05,explore,82,75.108
b8a7b0a3,welcome,29,13.901
b94ae605,welcome,10,20.563
38acef48,explore,112,85.531
b812fc1f,explore,46,126.444
b90cf171,explore,43,75.401
b809a4da,explore,64,110.796
38d7b07c,query,17,324.036
389a6308,,148,
386a5ba6,explore,246,156.180
37823f06,query,84,405.540
38c57123,explore,22,124.063
39185173,query,41,410.068
37edb6b8,welcome,71,22.489
38ef5d14,query,49,334.121
38b094df,query,54,408.837
39015c1a,explore,52,102.739
b8f63b0b,welcome,28,29.057
388b3a69,query,233,368.056
39211f19,explore,268,123.697
38c3a6cd,query,17,331.301
3942c139,explore,58,98.945
38de123b,query,66,434.553
b8ba63bd,query,39,465.776
b7f37d19,query,17,467.335
38d99f08,explore,90,111.650
b790c673,index,43,44.865
393abff5,query,53,403.444
b8d3996f,,10,
3917cace,query,32,418.670
391587f7,welcome,26,28.862
b9158040,explore,22,98.142
396389c4,welcome,24,36.144
b7f37d19,explore,74,161.718
3887546a,explore,22,124.491
38c3b179,welcome,51,25.310
38ae0b63,explore,127,99.507
3882f4f1,query,34,391.172
b6a3dff8,query,83,274.452
388d02e8,welcome,8,17.164
b790c673,explore,160,82.696
389073a9,,25,
3948d582,query,139,247.212
38a86301,welcome,38,48.360
37bf6ce5,,176,
392b1835,query,96,384.407
390e5d1b,index,8,61.394
38e3440e,index,39,63.217
38b8c16a,explore,316,35.258
35879bc3,welcome,26,38.243
379c0a1c,query,166,446.693
370e3459,query,17,469.151
37edb6b8,explore,127,135.453
b87d0584,query,17,366.747
b89448ed,explore,108,104.273
b962874b,explore,143,75.683
b8eb316f,query,215,205.781
b83e6c46,welcome,7,38.862
b8c22876,query,25,411.373
b883842e,explore,39,176.888
b860b8ce,query,93,349.396
b87d0584,explore,143,157.764
b946e1bd,query,42,363.231
38c65460,welcome,143,27.842
390b6e97,welcome,152,34.485
390f8ce1,explore,189,89.118
b8714d14,,10,
3908aad1,query,17,321.573
386a5ba6,welcome,28,27.008
b6a076f7,welcome,78,22.925
b802d077,query,100,380.146
391d1347,index,9,12.594
b7dad730,welcome,7,22.133
38631bbe,query,129,330.738
38b663b2,query,17,370.769
b8efd34b,,10,
b790c673,welcome,7,34.266
390c9297,query,174,399.566
b812fc1f,query,28,358.456
38b663b2,explore,23,117.359
37bf6ce5,query,197,414.679
b6a076f7,welcome,58,19.469
b78b9161,welcome,21,36.490
b857b5e3,query,29,350.994
b92d835c,explore,43,158.962
b790c673,query,23,311.788
38516867,welcome,11,36.189
b7ed8a0e,explore,184,86.886
b93aeb4d,explore,152,99.295
b9721abb,,124,
b911df8e,explore,100,121.714
b92d462a,query,44,379.170
b6a3dff8,welcome,9,28.314
b8d5a408,query,17,373.561
381e162e,query,79,451.419
b983466d,explore,36,74.913
390c55bc,index,25,34.412
358f4768,explore,23,180.965
391aaf9b,,27,
b927dc4a,explore,83,48.180
b9117f9e,query,35,315.765
b92465d5,explore,39,80.430
388b3a69,query,17,436.276
b860b8ce,explore,154,156.778
397fb00d,query,38,372.024
b91c0134,welcome,7,36.496
3786edc6,query,192,351.230
b8a3b16b,welcome,18,23.977
383eeaf4,query,17,454.791
b8ef6134,explore,41,152.279
38b663b2,explore,87,147.357
b6ee888d,index,4,57.196
b8a8eddc,query,72,343.154
37eb0599,welcome,16,32.447
391d2550,explore,274,102.835
b8275132,query,17,369.485
b8f3aa35,explore,337,120.766
3867821c,welcome,9,28.059
b932eebf,explore,22,131.479
b7f9396d,query,423,313.213
b8a8eddc,query,45,487.652
b802f2cb,,44,
37be0f14,query,17,395.791
3948d582,welcome,27,28.383
b93b28d7,explore,72,30.842
b825d13a,query,27,342.947
b915b7fc,explore,175,139.489
39185173,welcome,32,20.780
38ac5311,query,58,207.508
381e162e,query,153,489.425
391947fc,explore,125,113.018
3633323a,query,99,382.596
380b029e,query,43,323.722
b9129922,explore,85,143.553
391d1347,explore,98,101.557
b8dba31e,query,87,424.567
38717e29,welcome,17,43.679
38d2d781,query,28,307.702
38857e4b,query,100,433.928
390135b5,,25,
3843297f,query,107,299.294
389e3061,explore,75,83.288
391587f7,explore,50,65.252
3903216a,explore,139,49.498
b7f9396d,query,17,468.728
392caf1a,explore,42,98.980
37eb0599,explore,22,26.195
b6969284,welcome,30,26.360
38b3f239,query,60,442.426
396b35fd,explore,120,94.099
38acef48,query,56,432.624
3949d1bf,welcome,46,32.463
3895646c,query,86,356.602
b842c1a4,welcome,13,13.187
374be1fd,index,4,43.235
37efaa30,index,15,51.933
b83257d7,explore,126,95.301
36c2a17d,explore,32,171.303
391aaf9b,index,96,41.236
b8aa8457,query,153,360.575
b802791b,query,117,389.930
3886474c,welcome,27,36.541
b8b97ca4,welcome,62,18.586
389073a9,welcome,22,24.782
b8e6533d,query,35,418.709
b86654da,query,73,439.314
390653d5,welcome,35,25.416
b8f94067,index,29,72.741
b74f3339,explore,171,99.906
b8901c65,welcome,20,37.748
38800455,query,173,328.333
39448ab1,welcome,7,39.456
35e641d4,explore,138,81.201
b8549d65,explore,22,105.104
b7f37d19,,31,
b92465d5,query,90,385.133
b931a4ef,explore,94,109.559
3979c71a,explore,135,186.149
b8c6f746,query,132,391.470
b8714d14,query,17,324.508
b9158040,query,113,398.744
b8c6f746,query,30,329.612
b9130c05,explore,32,128.842
b9129922,query,32,448.938
b83a13f7,query,41,408.007
b88bb94b,query,46,372.010
b787c692,explore,87,162.881
38c46204,,10,
b91545dc,welcome,41,38.045
b84dc3e6,,13,
385880f7,explore,52,164.072
389c6cf3,explore,28,41.178
b916eb9a,query,177,420.537
b8c5530a,explore,115,60.934
3885e011,query,99,335.959
b8031bf9,query,127,273.620
b8c6f746,query,17,396.405
37b4e37c,query,39,327.707
39244a12,query,17,515.252
b802791b,query,89,399.193
b83285b5,query,36,413.605
b8dba31e,explore,210,147.094
b8549d65,query,93,391.789
b7a9727b,query,138,348.289
38cff809,query,24,319.275
391587f7,query,47,495.169
b842ae26,welcome,39,34.364
380e8fdd,,24,
b953da19,explore,22,93.527
b8a4f47e,query,156,354.089
b8e2a647,index,6,57.897
b83d2de5,explore,97,136.589
38cff809,explore,85,91.475
38857e4b,query,52,353.029
3802712c,explore,22,127.522
374be1fd,query,64,394.911
396b35fd,welcome,51,24.301
b787c692,welcome,44,25.754
38c57123,,12,
387e6511,welcome,15,18.411
374be1fd,explore,45,44.813
381e162e,,10,
b787c692,query,59,317.267
378adfcf,query,17,411.655
375a0fb8,explore,339,116.159
362f6947,explore,81,56.693
b802791b,explore,47,78.575
38516867,query,44,416.169
38323ae2,query,17,411.418
3981c18d,,34,
3766a4dd,query,158,394.508
b911246e,query,48,292.612
b983466d,explore,251,85.312
b9007e9e,welcome,10,23.306
38b094df,welcome,46,28.067
383a063e,query,30,276.696
388d02e8,explore,39,147.161
37661fc5,explore,22,93.878
b8c6f746,explore,22,194.801
b4a9b492,explore,106,107.188
b83e6c46,explore,328,94.354
b6f5804d,explore,23,163.674
38de123b,welcome,137,34.415
388b3a69,query,39,392.449
b87d0584,explore,70,180.757
b7b6f838,query,169,421.234
386152e9,,19,
385880f7,query,38,364.374
3797e298,query,17,404.768
b8d5a408,explore,47,156.360
b80e1131,explore,76,49.556
b8325408,index,4,65.049
38a275ed,explore,22,95.515
b88bb94b,explore,561,53.812
39244a12,,10,
b983466d,welcome,11,32.462
b7ddbdfa,query,17,379.343
37698621,explore,183,113.267
b7a2c6eb,query,33,384.764
b931a4ef,query,91,283.583
b932eebf,query,17,398.397
b80e1131,query,56,464.265
3786edc6,explore,79,75.021
b8c25005,query,17,452.885
390e5d1b,query,17,388.000
3889f262,explore,53,154.709
b9051627,query,110,478.625
b8c5530a,explore,28,114.820
374be1fd,query,19,377.297
b882dce4,index,4,43.993
3583d69f,index,14,47.335
b842c1a4,explore,88,127.797
381d7dd1,query,63,259.162
b7f15888,explore,58,52.046
b855bc24,query,44,395.321
3797d6a7,query,21,392.467
b94ae605,explore,55,160.449
39500b6a,explore,102,130.271
b924f71e,explore,112,141.470
b813a978,explore,250,119.496
3816e46d,explore,89,126.394
396389c4,welcome,7,20.748
38a46750,query,75,341.045
38acef48,explore,234,93.146
3981c18d,query,328,447.782
38c466e6,explore,177,108.699
b8c25005,welcome,17,31.402
3948d582,query,80,473.790
b81e6b1f,query,97,348.689
b94ae605,query,103,353.555
b9721abb,explore,32,79.110
b8f94067,welcome,27,20.991
390cc8b3,index,27,42.088
b7b6f838,index,17,41.329
37c41fa9,query,17,435.303
b825d13a,explore,58,81.583
b84d8554,explore,214,106.578
38ac5311,explore,50,97.332
37efaa30,query,23,374.606
38b663b2,,10,
390d895e,query,17,386.540
b8f6e53f,query,84,350.622
378adfcf,explore,79,131.348
b915b7fc,explore,22,98.875
b931a4ef,,47,
38c3a6cd,query,17,425.137
b8c5530a,query,104,410.980
b821fed6,query,271,425.183
b77eea9a,query,17,340.660
b87903ac,query,27,374.442
392caf1a,explore,22,118.943
b8a7b0a3,explore,22,67.427
3942b00b,query,68,316.325
38e3440e,welcome,24,30.897
391b468b,welcome,9,27.588
38b094df,index,27,40.050
b802791b,welcome,7,28.547
390f707f,query,75,352.635
3836208a,query,111,368.561
b7ddbdfa,query,96,271.458
b84ff761,query,87,409.970
38cf3752,explore,22,148.751
b849771b,query,35,395.280
b8549d65,explore,143,98.636
38720977,query,97,458.813
3917268e,index,17,54.549
b8ef6134,query,260,365.515
b92465d5,welcome,7,11.385
395032f5,explore,32,197.787
3948d582,,53,
b83e6c46,index,9,52.754
38b7b131,query,18,396.152
3887546a,explore,51,101.552
390b6e97,explore,126,63.487
390c9297,query,183,366.658
b81e6b1f,query,115,429.264
3766a4dd,query,46,440.560
b80018bd,welcome,7,29.381
b8a4f47e,,117,
3904fd41,explore,57,6.554
b7008ba3,explore,505,47.639
b8a4f47e,welcome,58,27.104
b8c25005,query,73,366.252
b842ae26,query,94,277.396
3819acb6,explore,22,61.779
b787c692,explore,77,94.595
37a2cd8b,query,130,312.826
b842c1a4,query,31,383.130
38885716,welcome,25,39.675
b92d462a,query,34,468.253
38ef5d14,query,75,446.142
38a9bf72,explore,126,52.184
38c46204,explore,35,101.764
3633323a,welcome,7,31.593
b809a4da,query,17,309.884
b79d6170,query,60,405.187
39500b6a,query,223,377.584
b9017c35,index,29,45.015
b83a13f7,explore,421,109.942
38085a47,query,17,394.972
38a86301,query,102,335.935
38c65460,,10,
b6abe36a,query,369,366.892
37661fc5,index,4,78.543
b70ea5fb,query,17,451.708
b93c44d3,explore,22,127.334
390f8ce1,index,29,40.522
38323ae2,index,8,43.748
392c2881,index,5,44.654
389073a9,query,17,391.934
38c46204,query,17,475.429
37b4e37c,query,92,362.580
b90406b6,welcome,52,26.242
374f8900,query,31,442.023
391aaf9b,explore,22,103.470
b89c60d2,explore,31,112.026
b70ea5fb,query,17,427.367
383a063e,query,112,301.419
b855bc24,explore,22,104.907
392c2881,explore,130,172.033
38d2d781,explore,102,111.379
b787c692,query,171,269.230
b83257d7,query,211,388.564
37be0f14,explore,25,46.443
38085a47,welcome,69,28.481
37698621,welcome,115,31.729
b8c6f746,query,45,387.645
b91c0729,explore,116,100.004
381e162e,explore,22,103.992
370e3459,welcome,7,25.010
b81b3b82,explore,284,73.318
38d0d557,query,17,444.891
b93b28d7,query,119,368.060
b8901c65,explore,91,124.891
392de0eb,query,17,454.586
380cf7b4,query,96,331.088
b85b2223,explore,29,142.811
b87903ac,query,177,407.304
b8c9549b,explore,104,190.545
38713c1f,,12,
385880f7,explore,64,104.872
3766a4dd,query,17,353.578
b950ab3c,query,94,392.664
b89f4473,query,67,442.398
389f501e,explore,396,149.454
3633323a,welcome,39,24.299
b8efd34b,welcome,12,29.593
377e4907,welcome,7,18.588
392f1857,query,21,439.054
b93b28d7,explore,95,122.043
b90406b6,query,21,414.600
b80e1131,explore,38,162.921
b8aa8457,query,17,328.379
389073a9,,72,
b6f5804d,welcome,21,21.697
b8dba31e,,131,
391a8556,query,54,345.757
b8d5a408,welcome,31,35.132
370e3459,query,23,380.297
b883842e,welcome,13,33.737
b90674aa,explore,32,155.188
b8f63b0b,query,161,252.091
b821fed6,query,20,382.764
38c65460,explore,183,32.602
b8f6e53f,explore,115,145.372
390e1025,explore,174,138.184
392b1835,explore,156,77.131
b92d9cfe,query,17,361.865
39244a12,explore,22,117.300
37a2cd8b,welcome,123,32.262
39185173,query,24,326.759
b9885d9d,explore,27,182.614
b87903ac,query,70,317.736
38d0d557,query,39,434.634
b946e1bd,query,17,312.359
b95bbe87,query,252,404.072
39035516,explore,35,93.667
b7964882,index,14,42.802
3856f504,explore,22,21.252
b7f37d19,explore,41,113.086
3895646c,explore,72,79.500
390d895e,query,17,293.224
37823f06,welcome,73,32.951
38323ae2,welcome,24,37.800
35e641d4,query,42,393.147
b93c44d3,explore,90,135.370
37edb6b8,welcome,15,27.965
b6ee888d,welcome,8,24.867
38765ab1,explore,163,120.671
b87903ac,query,122,398.396
b7434a1c,explore,118,79.974
3766a4dd,explore,124,91.260
b882dce4,query,21,435.832
b8cf2084,query,29,437.875
3882f4f1,query,56,379.178
b802f2cb,query,248,433.557
390135b5,query,17,333.451
b9017c35,explore,22,123.156
b4a9b492,explore,124,134.888
3802712c,query,61,350.319
39244a12,query,66,362.399
38323ae2,query,82,376.897
b915b7fc,explore,709,111.770
38d99f08,query,61,336.430
390e1025,explore,93,101.749
b8b97ca4,query,17,390.348
390135b5,explore,43,127.804
3942b00b,query,113,416.784
38a3ae79,welcome,11,31.451
38085a47,index,12,67.803
b91f4de8,query,329,398.243
396389c4,welcome,7,47.577
37b4e37c,,149,
b7a2c6eb,explore,104,36.092
b93c44d3,welcome,17,28.151
b852ed16,query,23,477.652
35879bc3,query,82,402.789
389e3061,query,17,343.339
38765ab1,explore,30,32.893
3909fcb4,query,58,277.805
b8a4f47e,explore,200,84.918
38717e29,query,38,424.426
b93c44d3,index,15,40.398
b8d5a408,explore,24,97.106
b9130c05,welcome,7,34.231
b917fd2e,welcome,59,36.216
b76e9187,explore,151,140.580
b8268b46,index,26,38.656
b70ea5fb,welcome,7,34.721
3942c139,query,54,384.581
38a3c7d8,index,4,23.712
3949d1bf,explore,22,147.365
b9117f9e,explore,45,64.807
38db4fae,index,4,29.523
b8e2a647,query,129,423.857
b6f5804d,query,23,406.986
38cff809,query,73,410.572
38765ab1,welcome,7,43.710
b7dad730,explore,40,99.785
b8b47609,explore,22,71.194
381e162e,explore,317,56.453
b74f3339,query,50,348.546
b8e24edc,explore,30,113.112
b94ae605,index,9,35.548
38a3c7d8,query,25,391.538
b983466d,query,102,322.955
378adfcf,query,307,356.549
b842c1a4,,53,
b916b847,explore,32,153.428
b91c0729,explore,67,166.395
b89ec9cf,query,17,454.751
b8b97ca4,query,17,325.276
b8a8eddc,query,17,430.832
3970903c,query,69,353.327
38d7b07c,query,146,363.921
b917fd2e,explore,112,120.245
391947fc,query,122,299.423
b8c9549b,query,73,423.849
37c1aa18,query,104,280.521
3842a1a0,query,177,242.063
b79d6170,query,39,380.438
b842c1a4,,10,
b802f2cb,welcome,25,24.419
b932eebf,query,132,350.562
b953da19,index,4,62.303
b93dd894,welcome,40,34.103
390246be,query,17,411.758
b92d462a,query,24,380.564
38d0d557,index,25,53.847
38d2d781,explore,194,43.358
390f8ce1,explore,257,85.417
381e162e,explore,34,68.905
38c466e6,query,17,308.872
b93c4db5,welcome,22,31.020
39244a12,query,23,348.749
b80dff05,explore,212,92.266
38765ab1,explore,107,96.583
b8b47609,,15,
391bec26,,24,
39015c1a,explore,46,118.566
b9051627,,46,
3908aad1,query,63,379.646
b8ba1a52,,10,
b7f37d19,explore,45,160.815
b909c26c,index,19,65.873
b9017c35,,30,
b58346af,welcome,53,23.856
3633323a,welcome,41,25.595
b8e586de,query,36,516.926
391bec26,query,135,398.539
b857b5e3,query,273,374.544
3886474c,explore,98,35.653
38e3440e,query,172,261.382
390f8ce1,welcome,34,29.367
386152e9,query,60,348.031
b852ed16,welcome,49,29.917
b83a13f7,welcome,103,28.213
390f707f,welcome,55,34.944
391aaf9b,query,154,206.240
b7dad730,explore,204,165.157
383a063e,welcome,7,24.345
35e641d4,explore,29,163.714
b8c5530a,explore,146,163.190
b7008ba3,explore,103,115.529
3917268e,query,174,470.857
b90e8f0c,query,17,449.750
b8939781,query,17,343.601
3797e298,explore,77,161.346
b8325408,welcome,23,30.032
b790c673,query,168,274.578
390d7bef,,178,
b8cf2084,explore,62,87.275
b9158040,,32,
b8c9549b,query,80,416.410
36b0ec8e,query,107,354.498
b7a5adc0,explore,45,132.458
b7964882,query,161,403.065
b8268b46,explore,134,86.793
39244a12,welcome,16,23.079
3903216a,query,17,349.434
37edb6b8,explore,34,111.613
b8ecd29f,welcome,11,35.511
b70ea5fb,explore,75,79.775
b813a978,welcome,73,38.022
b9721abb,,40,
b9130c05,query,35,393.995
390653d5,welcome,77,34.514
b802f2cb,query,19,459.968
37d5727a,explore,106,98.289
b83d2de5,query,54,437.599
b931a4ef,query,54,492.775
b896f0d6,query,44,436.721
37823f06,query,17,384.156
3886474c,query,70,446.752
389a6308,query,47,481.682
395032f5,query,17,236.006
38e3440e,query,127,448.912
b8f3aa35,query,27,335.924
38de123b,query,17,313.585
37a2cd8b,query,17,318.947
3816e46d,query,60,397.712
b83d2de5,query,17,406.769
b8c5530a,welcome,100,35.409
b8e586de,query,435,354.451
37485290,query,35,447.817
38491a2a,query,60,326.873
3948d582,index,40,63.531
3950564d,welcome,14,22.878
b8ba1a52,index,9,46.094
3942b00b,explore,86,24.742
3950564d,explore,291,147.327
b83257d7,query,171,350.838
390d895e,query,17,461.920
36b27679,query,302,270.844
b92d835c,explore,30,84.062
3917268e,query,41,372.124
b8b677f0,welcome,11,40.922
b825d13a,query,47,423.420
b90406b6,query,47,408.427
b917fd2e,welcome,92,34.715
3948d582,query,79,459.190
b90cf171,explore,78,117.326
3942b00b,query,52,351.364
38c3b179,query,55,320.731
b8c6f746,welcome,77,32.123
b90674aa,,82,
3882f4f1,query,106,294.913
3903216a,welcome,68,33.328
38980291,explore,22,70.679
b8cf2084,explore,161,46.447
3908aad1,index,5,44.880
390653d5,welcome,17,31.481
37be0f14,welcome,28,29.004
389c3fbf,explore,22,99.079
3823b826,explore,30,178.029
391d1347,explore,62,173.417
b7dad730,explore,49,101.785
39015c1a,query,23,298.114
b827702c,query,17,371.834
37661fc5,query,54,467.138
35e641d4,welcome,31,21.840
b8f94067,query,117,369.862
390653d5,query,17,347.808
b87903ac,explore,25,106.964
3917268e,welcome,21,30.290
b7ddbdfa,explore,89,87.016
38984925,query,17,368.601
373d3202,explore,64,143.432
b9117f9e,explore,765,152.406
390e1025,welcome,7,25.899
b946e1bd,query,25,359.635
391d2550,query,17,260.490
b916b847,query,56,394.209
b8515a47,query,17,395.288
b7f9396d,explore,75,100.896
b8992f5d,query,48,432.461
37c41fa9,welcome,36,24.893
392f1857,explore,86,147.669
b8a8eddc,query,17,280.766
3942b00b,explore,311,97.395
3802712c,explore,282,102.520
b825d13a,,10,
3950564d,query,28,416.194
38333ce3,,28,
b883842e,explore,22,108.643
