"sessionId (text)","page (text)","latency (number)","timeOnPage (number)"
387256e1,explore,153,67.799
3917a7ea,welcome,29,45.020
b925ee45,index,9,66.119
38e816de,query,110,310.786
380270e6,welcome,7,31.579
3505fbaa,welcome,7,34.020
b818edf3,explore,125,135.565
b82746bb,explore,164,41.826
b8991e6f,query,111,425.979
b86ad2f3,query,17,387.538
b82746bb,query,111,317.261
389e3e52,explore,27,109.398
b8834030,welcome,50,30.394
38afb70e,welcome,47,30.244
b785e780,query,46,398.880
b79d8fe6,index,4,20.079
3708600b,query,42,379.395
b946dde1,explore,127,81.213
b8927d2a,explore,22,41.489
b7a78440,explore,61,118.202
b7e2f376,query,57,333.850
b81bc207,query,85,505.529
b868ceb1,welcome,11,28.551
3505fbaa,,55,
b943987a,explore,104,164.684
b8d04266,index,19,17.521
b7a0f3c7,explore,84,86.359
388faf8d,explore,192,18.104
3852af52,welcome,13,31.423
36cec674,explore,57,58.645
b8927d2a,explore,25,97.877
b8904eb4,welcome,127,11.512
b9017e01,explore,35,116.463
b8f830ef,explore,341,163.464
b78cacbd,,165,
b8983416,explore,31,65.313
35f35bc5,,161,
370d5c5c,welcome,50,10.195
b845ade7,welcome,7,34.179
b876c3d5,query,42,234.768
3852af52,index,49,23.833
396e7268,explore,490,127.340
38bfbe11,explore,76,118.361
39716b42,query,31,374.808
b831a2f9,query,37,357.693
b91b3afb,query,27,358.197
391c52cd,query,118,454.824
37155b24,query,129,280.573
b82746bb,explore,125,101.555
378e51c0,query,417,320.308
b7e70050,index,31,59.477
3803d365,query,94,394.207
393a3727,query,17,323.982
b8834030,,24,
b80a284d,explore,35,0.169
3792dc7e,query,70,374.883
b893d062,query,92,407.247
381f446e,query,56,451.895
b6a30ae3,explore,76,73.542
3667ff7b,welcome,36,25.026
3794d5b0,query,34,360.718
b88f3fd2,explore,70,131.685
b824243f,query,17,370.335
b879de94,,40,
38e4b8d0,explore,204,170.641
b76c6ced,index,11,31.497
385131c9,explore,27,68.688
b83463f3,explore,22,165.377
b8cfcebf,index,13,39.976
3785c0d6,welcome,26,29.460
38a26360,query,18,307.289
380e76e5,index,29,32.711
37a84561,query,82,347.006
b9462ee8,explore,162,114.350
38b9b021,query,17,338.574
b83463f3,welcome,32,23.347
37c8b5dc,index,9,54.207
b71e4a2f,query,17,383.014
b85f2d16,welcome,30,27.052
b845ade7,explore,29,112.147
3865a60f,explore,22,110.229
b85bcc4e,explore,258,125.271
b912f681,explore,22,157.584
b975a4a0,welcome,7,11.422
383f50cb,index,9,70.716
3932d4b9,query,29,437.865
389b678c,explore,175,86.734
b659f6b0,query,17,350.880
38055f58,explore,38,83.833
b7cb6cd3,explore,92,33.442
3505fbaa,explore,22,46.960
370066d1,explore,388,89.806
36fcc444,welcome,7,16.177
b8b742d2,query,101,472.164
3932d48d,explore,74,35.527
b91af4ab,explore,127,152.871
b83878e0,query,35,369.790
38889a72,,10,
b85f2d16,,217,
b85ecb74,explore,65,108.708
b85bcc4e,explore,71,114.319
389e59a0,welcome,21,25.457
b8991e6f,query,418,377.140
b8571640,query,17,220.789
b8859854,explore,39,75.161
b8991e6f,explore,299,110.836
378925ed,index,11,53.957
b8f830ef,query,163,492.286
b8860a5d,welcome,57,27.870
3920e3f9,,10,
37ccaef7,query,574,366.412
b7ff443b,query,20,362.659
b8ae0f0a,index,9,9.322
b876c3d5,welcome,58,46.283
b71eab1e,explore,236,91.870
3505fbaa,index,26,63.995
b818edf3,welcome,7,32.247
384896a3,welcome,7,36.640
383d1efe,explore,52,127.321
3919d2b8,index,10,53.969
b8597376,explore,36,49.483
b858d797,welcome,65,20.663
3844818b,welcome,7,39.871
379bbcac,query,17,333.001
b85995b2,explore,59,103.742
379bbcac,query,17,378.587
381a9191,explore,113,92.316
38715f17,welcome,86,19.797
381d46a4,,15,
b81bc207,welcome,12,38.683
b85aa33b,explore,50,125.268
b8c1f1c6,query,134,246.476
b8c4a9b3,explore,95,150.459
b8ae0f0a,query,17,348.573
b8904eb4,query,17,409.029
391c52cd,query,67,311.484
b659f6b0,query,71,371.131
3960a2b0,explore,105,130.748
b91c111d,query,358,374.089
b946dde1,query,254,339.166
3667ff7b,query,21,346.220
388ab882,explore,63,83.333
b588a104,explore,234,174.422
374e965b,query,19,353.658
b91af4ab,explore,75,41.584
b92b7209,query,87,425.184
b81fda2a,welcome,24,38.921
b7e142d9,welcome,26,30.718
39221e65,query,33,363.548
b8900d87,query,48,309.784
b94efb7e,index,5,58.246
b8c736c9,index,9,63.215
b6fd8074,query,242,336.986
b914038d,index,4,74.481
b91f358f,explore,198,96.914
3815f55e,query,17,327.290
b90cfdc5,index,19,61.534
b9321f56,welcome,15,18.986
b7dbd172,explore,22,133.233
37fc0708,explore,133,127.227
380fd71c,explore,22,109.701
b88f2333,query,59,330.980
b8783c9a,explore,52,82.979
3900c784,query,47,455.268
398b9355,explore,52,123.331
38e4b8d0,welcome,7,27.115
37c8b5dc,query,17,420.448
b79d8fe6,query,56,401.756
b91733dd,query,104,451.959
3917a7ea,query,88,376.104
384cef7c,query,17,384.762
b7e311d1,query,27,289.023
37bbd429,index,11,68.282
b84b1fc4,explore,94,159.926
3932d48d,welcome,70,20.284
38d263e1,query,76,271.144
b81bc207,query,17,378.128
b8c1f1c6,query,17,403.246
b8bd209b,explore,240,110.299
b906d980,query,316,380.465
b7f5e8cc,query,38,411.544
3785c0d6,welcome,69,25.413
382da54f,query,54,306.146
388faf8d,explore,112,95.941
37b1e3d8,explore,55,65.357
b8887cef,welcome,11,22.350
38f034ff,query,82,349.762
b7e142d9,welcome,7,32.008
b63d36a8,welcome,66,41.588
b8f74b43,query,18,440.912
b7ff443b,index,9,52.452
38cc91c1,explore,154,74.551
37bbd429,query,46,420.911
38e816de,,25,
b86d9dc1,explore,50,142.000
b86fbec8,,169,
b7ff443b,query,17,457.211
b8806c0a,,84,
b80d4f1b,welcome,25,23.376
36b02f39,welcome,35,20.797
391476c9,explore,40,85.744
389e3e52,explore,114,68.349
b8a9dc67,query,47,399.139
b845ade7,,71,
389124dc,explore,175,80.220
b8c198f9,query,103,401.872
b8c9731e,query,17,384.956
38ba0efe,,29,
b8e14c8d,welcome,108,32.929
36cec674,query,98,370.712
37ad90cf,,78,
38bc9961,query,84,490.380
38908b3d,index,60,40.991
b903f2ce,welcome,7,36.357
380e5166,welcome,17,24.121
389e59a0,query,44,417.304
38908b3d,,124,
b800a2e4,explore,62,80.810
384896a3,welcome,9,39.716
389124dc,explore,22,84.918
3929d239,query,551,369.041
396e7268,welcome,77,21.553
b8660a28,query,17,492.039
b8ecf07f,query,204,355.138
35f35bc5,welcome,18,28.090
b80f4cdb,explore,345,99.158
b8fa09b8,query,109,364.024
b8783c9a,index,4,33.525
38fa3c71,query,87,449.654
387a693d,query,181,361.940
378925ed,query,67,427.711
b9321f56,query,31,504.425
b86ad2f3,index,20,43.945
3929d239,query,50,424.281
b90ae182,explore,22,109.276
b7e5c163,welcome,7,53.928
39224ed6,explore,103,115.689
b8d04266,query,18,360.690
378727cf,welcome,21,27.633
b876c3d5,welcome,7,29.773
b8d532d7,explore,144,120.415
38a07376,query,17,407.034
b912f681,query,22,322.870
38565837,explore,118,46.734
38c80056,query,21,485.796
b9084a36,index,21,45.897
38b0f557,explore,136,50.501
b8958c60,query,49,280.923
3884d93f,explore,22,105.666
3794d5b0,query,90,364.290
38e3272e,explore,22,157.363
3869f186,explore,148,120.108
380fd71c,query,57,447.697
36b02f39,welcome,14,20.482
b963bab3,query,17,290.635
b831a2f9,query,102,401.800
b7e311d1,explore,276,71.982
b92b7209,index,13,51.742
389be43a,explore,45,106.112
3929d239,query,17,419.607
b83a6044,index,28,47.062
b85ecb74,welcome,7,32.178
b8b4c8e3,query,104,280.342
389e59a0,index,16,29.952
b8e8b663,welcome,254,30.983
b8aecf5c,explore,82,101.293
387256e1,welcome,157,32.551
b883223f,welcome,37,31.610
b92d477d,explore,22,97.472
b83a6044,welcome,55,31.018
38737cb7,index,55,60.552
38941c18,explore,165,124.188
37539020,explore,338,28.507
b8195359,explore,44,99.441
b659f6b0,explore,394,63.668
37b1e3d8,explore,56,99.330
b8767f5c,query,32,528.601
b7e2f376,welcome,7,35.118
3919d2b8,,84,
b71ae5ad,explore,417,192.632
396f9163,explore,182,126.428
b85f2d16,,14,
b8927d2a,welcome,80,32.254
37bbd429,explore,452,83.279
b8c198f9,explore,34,52.952
b76c6ced,explore,45,72.744
37ec6647,query,24,326.116
b831a2f9,query,19,336.346
385131c9,explore,22,74.340
b84b8870,explore,27,101.230
3844818b,welcome,18,44.401
b8e9a607,welcome,62,30.115
b7309af4,query,239,259.086
389b678c,query,70,345.736
391c52cd,index,37,38.388
b8195359,query,191,304.852
380c2bb7,query,66,431.401
b914038d,query,42,446.988
b77845c4,explore,33,135.040
38aceac6,query,69,421.817
b90ae182,explore,111,160.006
36124c2e,query,24,364.890
3898cf4b,welcome,85,19.930
3874e6cd,explore,172,92.600
37155b24,explore,22,127.363
b7e2f376,query,17,403.231
38715f17,explore,318,91.324
38a1d953,explore,22,111.690
b903f2ce,explore,85,92.782
39016040,query,107,338.307
382da54f,query,17,501.056
38e816de,explore,69,141.378
b8c198f9,query,17,457.789
38e816de,,17,
36fcc444,welcome,60,11.484
b7e5c163,query,95,528.551
b90fc9aa,explore,444,151.481
37dcf7ac,query,322,333.537
382d28b2,explore,211,119.792
36cec674,explore,22,147.431
b92c2cc4,explore,123,22.336
b81fda2a,query,27,455.517
3898cf4b,index,58,40.402
38d79420,query,17,321.358
b858d797,welcome,7,32.504
b8fa09b8,index,16,45.456
b89f99af,query,34,416.683
3815f55e,index,4,61.934
b802772a,,16,
37dcf7ac,explore,22,175.850
38737cb7,query,121,336.609
370d5c5c,query,158,386.208
38646fee,query,323,390.430
b3d96130,explore,54,68.848
b879de94,explore,262,153.640
39221e65,welcome,12,27.551
38c32354,explore,273,113.729
b800d5e2,explore,110,97.718
38a07376,,29,
b8900d87,explore,415,94.334
b89f99af,explore,77,188.421
38669f48,query,66,448.222
b6454418,query,30,322.288
37428674,,48,
38669f48,welcome,86,24.475
382863be,explore,342,147.048
b8c4a9b3,index,4,52.528
b903f2ce,query,162,429.458
b7f5e8cc,query,168,337.042
393a3727,query,52,314.387
b807faf0,explore,70,139.217
b975a4a0,query,106,461.081
b95bf8b2,query,90,318.341
38d0d879,query,53,336.783
b7f5e8cc,query,83,377.233
3884d93f,welcome,79,31.929
38b9b021,index,29,59.496
b8ecf07f,query,17,320.640
389124dc,query,25,335.545
389e3e52,welcome,32,38.239
b81e144e,explore,93,84.986
38d8af08,query,19,326.041
387e0339,explore,22,113.985
382682ec,welcome,8,33.232
b86e1c32,query,17,451.836
b893d062,index,21,41.421
b6a675b9,explore,335,57.407
380270e6,explore,68,35.491
b8622cb9,query,70,320.216
b768570d,query,45,339.693
398b9355,welcome,18,24.016
b8fbb05a,query,31,383.771
3869f186,query,147,279.709
b8b742d2,welcome,7,34.050
3919d2b8,explore,60,104.461
b7e311d1,explore,63,56.193
374e965b,,103,
b8fa09b8,welcome,16,26.891
38aceac6,query,76,373.928
b912f681,query,173,324.890
b8f830ef,query,31,326.818
390e01f6,welcome,9,26.446
b9393d2a,explore,388,99.377
38c80056,,55,
38f68c15,,43,
396f9163,welcome,7,24.375
387e0339,query,137,482.840
b91f358f,query,44,396.803
b847509d,,58,
b7fef8a7,welcome,38,42.107
3852af52,explore,209,163.452
b8e9a607,query,105,395.291
387e0339,welcome,7,21.787
37dcf7ac,query,17,492.659
b90ae182,welcome,7,23.568
380270e6,welcome,35,34.535
38ba0efe,query,71,415.376
b9321f56,query,48,416.952
b8b4c8e3,welcome,31,35.830
393902b9,query,374,525.756
b8c736c9,query,27,344.222
b800d5e2,welcome,9,34.388
38c32354,query,25,423.520
b7f87489,welcome,15,34.707
38669f48,query,17,434.034
37ad4fb0,query,180,351.926
b8bd209b,welcome,19,37.705
b89e37f8,welcome,16,17.472
38a1d953,explore,186,59.344
b888097b,query,228,339.433
37b1e3d8,explore,229,137.140
b8bd209b,explore,22,124.912
b84b1fc4,welcome,23,15.089
384cef7c,explore,152,103.382
3826f7c3,welcome,17,25.241
b975a4a0,explore,164,106.870
b785e780,,48,
b992c1b8,explore,60,89.230
38d8af08,query,123,388.162
b8887cef,query,48,428.333
3865a60f,query,17,358.822
379bbcac,query,17,362.866
b9540e8c,welcome,141,27.650
b75ae6f9,query,111,452.876
b7dbd172,explore,85,148.740
b800a2e4,explore,60,77.901
b7f87489,query,17,456.906
b8834030,welcome,26,18.404
38fa3c71,explore,158,77.217
38aced5b,query,63,316.387
38c32354,welcome,39,30.672
b85b0e88,explore,41,105.458
b90f23d2,welcome,42,20.526
b7fef8a7,explore,41,125.577
b7ff443b,query,74,374.103
38715f17,query,73,375.049
b858d797,index,49,59.146
b818edf3,explore,87,64.796
b8e792a8,explore,44,154.573
382682ec,welcome,25,29.258
b85b0e88,explore,97,147.608
38eb8fd2,welcome,21,20.357
3852af52,index,23,24.973
b6fd8074,welcome,9,29.718
3919d2b8,query,20,379.902
b86fbec8,query,24,418.756
387a8f1f,,32,
b8834030,query,23,426.074
37c1cf55,index,23,28.576
b8660a28,explore,50,120.416
37539020,query,208,389.838
381a9191,index,21,42.457
38889a72,explore,136,43.016
b8c4a9b3,welcome,10,33.377
3708600b,query,17,427.127
b3d96130,index,4,42.247
389e0982,welcome,7,19.575
b835f7f1,query,37,364.152
b8958c60,explore,71,63.424
3874e6cd,index,15,36.869
37dcf7ac,explore,40,156.551
b879de94,query,62,378.786
3845864b,query,65,367.631
b879de94,explore,70,28.999
b800a2e4,,52,
b7fef8a7,explore,30,157.845
b8de2609,,41,
38d0d879,explore,72,143.916
b8597376,index,41,65.748
b86e1c32,welcome,28,34.090
382863be,query,29,315.603
b8c9731e,query,65,376.866
b8ecf07f,welcome,12,30.204
3932d48d,query,21,383.805
36fcc444,query,99,346.872
38941c18,,10,
380e5166,welcome,7,33.475
b8c4a9b3,query,154,379.284
b86ad2f3,explore,55,163.628
b80d4f1b,query,19,401.774
37512f18,welcome,7,26.948
b83463f3,,10,
384e7fb8,index,7,29.622
b893d062,query,78,356.505
39716b42,query,32,393.717
38d263e1,explore,60,130.567
b8e8b663,welcome,7,37.846
b85995b2,explore,50,137.948
b9084a36,explore,22,139.854
384e7fb8,query,30,374.265
382da54f,query,84,351.324
b85b0e88,explore,85,168.589
b95d5406,explore,416,113.227
b8c9731e,query,88,304.946
38b9b021,welcome,29,30.275
3932d4b9,explore,22,97.774
b847509d,query,34,344.558
b94efb7e,query,451,347.998
b85b0e88,query,17,332.782
b83a6044,query,271,467.157
b91f358f,explore,35,64.954
3826f7c3,query,133,381.024
360d9967,index,21,48.666
b8aecf5c,query,228,380.631
37c7cb8b,explore,231,32.043
37512f18,welcome,7,25.828
39090f5c,query,17,480.427
37155b24,query,238,320.807
389b678c,query,17,330.826
b888097b,query,138,325.151
b8bd209b,,55,
38ed7c67,welcome,13,38.867
b8cba1ea,query,163,421.817
391afd04,explore,84,133.286
b92c2cc4,welcome,127,42.409
b8195359,explore,22,118.149
37a84561,index,4,53.142
38a26360,query,26,350.499
384896a3,query,17,483.973
38e4b8d0,query,147,444.011
3884d93f,,33,
b8aecf5c,explore,63,42.063
b88cec38,welcome,7,21.210
386a0b12,explore,48,134.524
b8806c0a,welcome,127,37.352
37155b24,welcome,51,26.880
38aebd9d,explore,131,161.892
b90f23d2,query,74,437.410
3869f186,welcome,7,27.985
38d8af08,query,67,448.075
b8db26f9,explore,35,103.727
39090f5c,explore,117,135.160
b81fda2a,explore,94,65.766
384cef7c,welcome,34,18.883
3932d48d,query,74,395.876
b8660a28,explore,42,74.397
3917a7ea,query,31,229.981
384e7fb8,welcome,152,46.927
3869f186,query,17,456.497
386a0b12,explore,37,186.767
390a3437,query,104,414.974
b8fa09b8,welcome,28,31.169
38889a72,query,136,437.401
b800a2e4,query,40,456.249
b8859854,index,18,47.652
37a9a5fe,query,96,498.342
b7a78440,index,29,59.347
38a3efc1,explore,22,124.317
37b91f73,explore,96,100.430
391afd04,query,17,475.776
b835f7f1,explore,226,86.972
b8834030,welcome,7,27.643
381d46a4,welcome,49,31.248
3941a876,index,22,32.404
b8ae0f0a,query,107,320.538
37512f18,welcome,42,23.168
38c3ffcd,,35,
b8597376,welcome,7,11.269
b801dc46,explore,22,131.195
3932d48d,query,172,392.939
b7e311d1,explore,29,44.973
3884d93f,query,17,390.727
b7d35888,index,4,54.471
391afd04,query,90,372.768
3667ff7b,query,84,476.286
380fd71c,query,73,471.138
38889a72,,115,
b588a104,query,49,414.331
38f600f4,,13,
38aced5b,explore,175,104.476
3794d5b0,query,51,323.184
b8a9dc67,query,20,385.970
3844818b,,181,
38a1d953,welcome,109,28.994
b85ecb74,query,338,456.540
3834ebb4,query,17,393.161
38908b3d,welcome,25,35.550
b83463f3,query,40,384.521
b845ade7,welcome,13,30.913
b903f2ce,welcome,16,21.065
b930a379,query,17,301.926
36fcc444,explore,49,2.157
383d1efe,,41,
392fdf94,welcome,13,25.594
387256e1,query,180,340.711
389e0982,welcome,21,32.184
37bbd429,query,75,447.565
391476c9,index,5,57.422
b8c00b60,,16,
39355fb2,query,305,333.193
b929e1a8,index,23,84.449
3845864b,explore,143,156.565
389e3e52,query,63,375.509
b7d35888,index,6,42.646
b768570d,explore,22,93.451
b790afc9,welcome,77,30.244
3667ff7b,index,48,70.159
b925ee45,index,12,58.972
b86e1c32,query,219,428.454
b92fc5f0,query,369,394.543
38f600f4,query,727,261.890
381a9191,welcome,9,23.277
38669f48,query,38,281.964
b85b9a21,welcome,94,31.962
b8fa09b8,query,74,439.690
387256e1,explore,43,115.106
37428674,explore,61,75.066
385c9181,query,17,297.535
b831a2f9,query,30,491.378
b7f87489,query,17,446.764
37359cdc,explore,89,120.061
37b1e3d8,query,47,408.252
b91f358f,query,30,424.425
3505fbaa,query,72,400.226
39016040,query,37,372.173
391476c9,query,129,430.898
b9540e8c,query,52,414.564
383f50cb,query,25,405.302
38cc91c1,query,44,429.981
39016040,welcome,41,31.459
b75ae6f9,welcome,27,18.924
3569c15e,explore,176,154.185
38c80056,query,17,314.209
b797ad79,,29,
38d263e1,welcome,33,26.640
b8b35860,query,20,358.054
b8958c60,welcome,7,21.478
38c27f22,explore,200,182.032
b8927d2a,query,19,360.299
b8aecf5c,query,158,346.204
3836adc1,query,17,371.060
b7e2f376,query,22,370.566
b992c1b8,explore,139,83.661
b8c1f1c6,query,32,365.184
b85bcc4e,,69,
b8bd209b,explore,48,153.179
b7f5e8cc,query,61,338.330
382863be,,16,
381295ed,explore,174,128.472
387a693d,query,146,273.221
385f5a4a,welcome,7,29.009
b90ae182,query,26,436.585
b7f87489,query,140,318.022
38a3efc1,welcome,39,23.365
b992c1b8,welcome,75,32.263
b873eff6,query,175,275.379
b88b101c,query,17,366.815
398151a4,explore,102,61.202
37539020,query,33,453.621
b858d797,query,38,324.110
38055f58,explore,22,145.090
b868ceb1,query,90,481.881
b858d797,welcome,7,23.627
38565837,explore,36,176.794
38908b3d,welcome,72,44.586
b71ae5ad,query,30,416.219
36fcc444,explore,38,128.861
3792dc7e,explore,41,140.235
38c32354,explore,22,118.381
38d0d879,welcome,7,27.711
396f9163,welcome,7,41.109
b8c00b60,welcome,10,26.573
b71e4a2f,,10,
b95bf8b2,explore,108,55.969
389e0982,query,123,314.381
378925ed,query,118,455.350
3505fbaa,query,17,396.180
b925ee45,explore,22,114.433
37b51d59,explore,22,92.130
3505fbaa,explore,85,69.654
b8d6e107,explore,115,104.504
b83463f3,query,17,322.871
b7a0f3c7,query,30,317.497
b86ad2f3,welcome,56,38.493
384cef7c,explore,46,39.881
b86d9dc1,query,70,353.505
b89f99af,query,111,355.170
360d9967,explore,216,91.784
387e0339,,60,
b8ae0f0a,query,135,385.293
b86e1c32,query,17,391.528
b8cfcebf,welcome,57,13.460
389124dc,query,82,347.660
38d263e1,index,18,57.652
381f446e,,89,
b8ecf07f,query,59,446.662
b90cfdc5,welcome,96,33.354
b7e311d1,explore,313,44.968
b84b1fc4,query,53,400.739
b9540e8c,welcome,12,20.715
b975a4a0,query,71,362.665
b8f830ef,welcome,22,25.656
b929e1a8,query,50,368.820
b8859854,explore,143,42.640
38b8dbce,query,29,439.250
b7e2f376,query,32,255.570
37539020,query,163,291.025
38ed7c67,query,34,352.741
37b51d59,,113,
37c8b5dc,,44,
38ed7c67,,189,
b802772a,index,9,48.373
b8b4c8e3,query,270,320.065
39221e65,explore,72,74.465
b6e4e551,query,69,353.537
b8c1f1c6,index,6,45.402
b85ecb74,explore,158,110.093
b8d04266,query,144,284.479
37b1e3d8,index,13,48.431
38e816de,query,180,380.372
b71eab1e,index,10,34.738
b81bc207,query,17,339.191
38f034ff,query,45,347.545
39355fb2,welcome,40,28.409
b91f358f,explore,34,80.524
37ad4fb0,query,18,335.205
b91c111d,explore,196,93.796
b8db26f9,query,195,318.298
389e59a0,query,66,383.413
b6e4e551,explore,27,86.940
b85b9a21,welcome,14,30.240
b85ecb74,,20,
b88c0eb2,explore,109,114.769
b8c9731e,index,32,22.853
389e3e52,explore,51,146.151
3900c784,,74,
379bbcac,welcome,9,19.203
39016040,query,117,361.626
38a1d953,,27,
3826f7c3,index,9,51.191
38a3efc1,query,43,367.123
b80a284d,query,17,358.883
3884d93f,query,176,403.345
b768570d,,11,
35c939f6,explore,52,107.028
38487cd6,index,29,48.111
b8891335,explore,423,99.473
b845ade7,explore,56,90.415
378727cf,welcome,7,40.105
3898ee45,query,69,375.255
b90f23d2,welcome,78,25.875
b78abd4b,welcome,18,28.757
387e0339,welcome,13,32.711
b790afc9,query,30,387.468
b8597376,welcome,85,26.955
3785c0d6,welcome,37,36.567
381a9191,query,41,415.472
38b9b021,query,197,503.492
b8a9dc67,welcome,7,41.341
3900c784,index,7,16.439
b8f2f05a,explore,524,71.045
384896a3,explore,22,99.609
b8cba1ea,explore,156,97.140
38737cb7,index,10,48.006
393a3727,query,19,384.564
b7fef8a7,explore,33,118.914
37b91f73,index,52,26.831
b8900d87,query,158,468.905
380e76e5,query,168,455.553
b813e095,query,71,399.728
b7f5fcff,,78,
39000f3d,welcome,64,38.085
b6e4e551,welcome,37,28.029
38941c18,explore,79,177.474
385c9181,welcome,16,30.041
38bfbe11,query,48,336.555
b7e311d1,welcome,7,36.504
38b0f557,query,17,438.201
b8e8b663,index,28,40.650
3917a7ea,query,49,425.414
389124dc,welcome,31,30.877
b943987a,query,60,438.216
3898cf4b,explore,106,113.816
391c52cd,query,62,480.471
3845864b,explore,234,68.431
b925ee45,query,82,327.570
b82746bb,explore,245,91.979
b934f3aa,welcome,93,15.564
b84b1fc4,query,17,350.011
3836adc1,query,73,373.347
38f034ff,explore,100,135.243
b8c0fe9e,welcome,25,21.555
36fcc444,explore,61,137.404
38d79420,,99,
b86d9dc1,explore,140,113.393
b8900d87,explore,144,113.802
387a693d,query,73,339.751
b7e2f376,query,164,426.840
384896a3,query,17,387.839
37ad4bb0,index,5,29.589
370d5c5c,query,290,364.153
39016040,explore,149,115.107
b6e4e551,,10,
3884d93f,explore,90,139.868
38b9b021,index,19,58.407
386a0b12,welcome,24,27.429
38941c18,welcome,7,29.172
b60ea074,index,20,56.340
b88f2333,explore,29,45.881
37ad4bb0,query,17,301.929
39224ed6,query,33,398.665
b93d1da9,query,249,325.487
b90f23d2,welcome,7,38.339
b906d980,query,55,472.781
b80d4f1b,explore,125,84.727
38646fee,welcome,75,27.517
379bbcac,index,4,41.996
b975a4a0,explore,22,124.232
382d28b2,welcome,35,24.586
380e5166,explore,567,94.348
b95d5406,query,88,371.223
b893d062,query,63,345.395
b7f5e8cc,welcome,9,37.968
b8f74b43,explore,88,99.887
382682ec,query,156,331.630
38bd3dd9,query,17,376.905
389e3e52,query,51,395.749
391c52cd,query,86,321.500
b7e2f376,welcome,7,28.113
b84b8870,explore,24,109.448
b86d9dc1,query,237,368.096
b975a4a0,,48,
3869f186,query,35,404.042
b88c0eb2,query,17,466.886
381a9191,welcome,61,14.400
b8cba1ea,explore,219,95.256
3585643c,,104,
38b9b021,,22,
b8571640,explore,22,145.560
383f50cb,query,174,359.954
3844818b,explore,73,164.434
389124dc,explore,126,77.021
b8927d2a,,21,
37a84561,,165,
391c52cd,welcome,8,29.081
370d5c5c,welcome,117,34.562
38908b3d,explore,62,155.316
3929d239,query,17,440.053
398151a4,welcome,122,17.562
38d79420,explore,131,58.129
b800a2e4,query,110,473.169
b93c986d,query,86,486.539
3900c784,welcome,52,15.737
b63d36a8,welcome,7,40.659
b854a083,query,17,489.296
b790afc9,welcome,7,14.149
396e7268,,10,
b91c111d,query,187,297.465
384cef7c,,52,
370066d1,welcome,9,34.253
b802772a,welcome,34,36.811
b85f2d16,,10,
38aced5b,,55,
b71a97e8,explore,34,116.328
391476c9,welcome,66,24.276
38aceac6,explore,302,183.052
b8ecf07f,,13,
3932d48d,explore,22,138.416
b6e4e551,explore,120,99.050
b7e70050,query,238,360.293
b8b16108,index,33,49.163
3920e3f9,query,17,545.820
b8d04266,query,50,470.556
b71eab1e,query,84,314.593
b91b3afb,query,304,336.998
37ad4bb0,welcome,13,27.885
b91c111d,query,34,411.681
b790afc9,,134,
b7f5fcff,query,22,431.239
b7fef8a7,welcome,7,39.983
b943987a,query,356,391.226
38ed7c67,query,46,408.649
b6454418,explore,43,106.810
b80d4f1b,explore,100,96.991
b93d1da9,explore,24,96.514
38669f48,query,37,428.096
389e59a0,welcome,70,25.960
388faf8d,welcome,25,24.763
b7a78440,,48,
388ab882,welcome,11,32.241
b8c198f9,query,236,491.760
b903f2ce,explore,361,77.938
38a26360,explore,45,121.033
b8f2f05a,query,111,395.025
b9462ee8,welcome,17,18.067
b8fa09b8,,26,
b93c986d,explore,430,118.990
b845ade7,query,17,289.585
b77845c4,welcome,53,30.714
b8891335,welcome,30,38.349
b76c6ced,welcome,94,33.620
b95d5406,query,73,345.498
b89e37f8,explore,48,131.002
39716b42,query,91,298.266
b90cfdc5,explore,38,109.789
b943987a,explore,55,152.814
b8e8b663,query,17,394.750
b946dde1,explore,130,183.068
b75ae6f9,explore,22,85.505
3929d239,query,30,430.335
b914038d,welcome,16,34.497
3898cf4b,query,181,368.840
3794d5b0,query,45,426.668
b8ecd5a1,explore,67,120.727
b903f2ce,explore,48,40.346
b8767f5c,query,152,312.342
388ab882,explore,59,159.304
b8e9a607,welcome,36,47.697
b807faf0,welcome,67,30.140
b807faf0,explore,44,151.405
b86fbec8,query,96,423.231
371ac991,query,293,398.585
b91008bf,explore,69,69.406
391afd04,query,111,345.236
387e0339,welcome,26,20.726
3815f55e,query,267,396.000
381cdeea,query,39,370.140
b8d532d7,welcome,7,34.757
b80a284d,explore,79,173.827
b86d9dc1,query,69,348.776
b81e144e,query,17,350.061
b9393d2a,,57,
38a1d953,explore,228,176.652
389e3e52,query,17,501.516
390e01f6,query,63,248.111
398151a4,explore,22,134.841
b8f74b43,explore,57,60.223
38d263e1,query,94,440.061
b88f3fd2,welcome,10,39.499
38f4af8f,explore,26,153.293
389e3e52,explore,38,80.619
b8ce585e,query,17,477.327
37539020,,79,
b80a284d,query,71,405.165
38e3272e,explore,22,118.659
37fc0708,explore,128,233.874
39090f5c,query,52,449.179
396e7268,,10,
b8927d2a,,41,
b883223f,explore,111,116.727
388ab882,explore,379,119.991
38b5bdc6,query,230,438.406
380e5166,query,78,435.778
b992c1b8,explore,120,17.454
393902b9,query,72,347.297
38646fee,welcome,7,14.738
b7e5c163,index,19,61.178
b8e8b663,explore,69,73.008
b89e37f8,explore,236,143.065
389e0982,welcome,16,35.662
b90ae182,query,57,481.097
3792dc7e,welcome,43,22.756
b91af4ab,explore,22,107.304
b8c736c9,explore,25,92.235
