"sessionId (text)","page (text)","latency (number)","timeOnPage (number)"
39196c18,query,21,461.894
b947c148,explore,320,121.445
3870a5bf,query,96,431.502
37e3a30c,explore,180,62.019
38a2baf1,welcome,7,33.892
b77896cf,welcome,7,16.809
b8379699,query,242,362.771
b9121871,explore,97,160.612
b8e1204d,welcome,11,36.067
b94f006d,welcome,13,32.442
3936d138,query,92,331.800
b6c917eb,welcome,20,32.857
3894d694,explore,25,118.790
382103e1,explore,203,190.938
b903f1ba,query,17,333.482
3788f613,,10,
b89ac8ef,explore,37,139.119
37d81570,query,17,408.441
382dac59,explore,22,91.342
379b789b,query,29,363.308
38a2baf1,explore,30,81.001
b6cccf57,welcome,69,47.195
b58345a7,welcome,7,29.884
379b789b,explore,31,56.242
382e0879,welcome,52,26.877
b9262f51,index,42,46.978
b78700fd,welcome,120,34.088
388bd213,explore,22,63.790
38fce36c,explore,43,104.694
b747cf01,query,129,298.498
393e1675,explore,148,123.266
35212ec2,query,51,356.659
b61dd662,welcome,11,29.118
b72ec9aa,query,136,420.790
b8ba40f8,,13,
b8bac31c,welcome,11,31.834
b8bac31c,query,49,473.860
b9000e9b,welcome,7,16.087
b82e11a5,,138,
b7c1635e,,10,
b8957973,welcome,7,38.276
3941e8a2,query,55,389.361
386dda80,query,92,328.640
b813b642,query,46,327.973
393524d4,query,17,365.233
38170658,explore,26,132.852
38239974,welcome,40,22.386
b546cbbc,,202,
37e3a30c,,11,
b6c917eb,explore,318,79.770
b79814ce,welcome,7,26.182
37a748c8,explore,114,64.984
b849685b,explore,78,76.697
b9000e9b,query,149,465.068
38741dd4,query,125,488.350
386dda80,query,17,411.232
38d37e82,welcome,24,25.341
38a7fa42,index,63,62.958
b6deebd2,index,14,52.162
b9191707,query,17,348.793
b7671954,index,9,38.255
38863ecf,explore,227,76.888
b7671954,query,17,280.091
b9081a90,explore,36,154.274
b8814dab,query,17,388.674
3883cda9,explore,151,128.677
3773c216,query,408,448.151
38a59d4b,query,157,402.445
38b384d5,query,19,459.226
b92265d7,welcome,48,14.343
b747cf01,query,20,336.516
b7594e21,query,264,391.168
b9344041,explore,389,150.058
b81e0892,query,31,329.270
b8eb2381,query,74,336.196
b7febdb2,explore,220,142.855
b7c75f1c,explore,40,156.154
38879321,query,111,476.811
b9108f1f,index,8,46.653
b8054a1c,explore,34,103.940
393ce80f,query,94,297.525
b72f7391,query,95,346.671
3981c566,welcome,18,32.238
3825d553,query,17,444.752
b94276da,welcome,42,34.448
37a1308e,welcome,67,22.025
b7febdb2,explore,216,156.626
3644b520,,286,
b79751b9,query,17,381.528
380a3b16,explore,94,102.746
38b70e3b,,48,
382eebcf,explore,42,87.094
38879321,query,95,289.452
b750a50c,query,72,465.338
39676437,query,33,461.333
b7a004f7,explore,64,60.842
35212ec2,query,59,373.497
b8235edb,query,119,360.320
3981c566,query,185,479.017
3923d69b,query,17,461.682
b849685b,query,353,349.289
b9191707,explore,87,83.466
3704825f,index,6,59.682
b5cc32f9,,10,
b89ac8ef,index,15,20.314
b9344041,index,17,71.564
b8896b9d,explore,63,94.390
b8cacea4,query,77,341.434
b58345a7,welcome,68,33.645
b807f47b,explore,43,155.746
b7ce9e6c,,11,
b79d616e,welcome,32,24.514
370f659c,explore,36,146.675
b8898150,query,193,349.054
368c88f2,index,4,39.502
b9120a49,query,155,524.118
39676437,welcome,48,28.747
3928a6c8,explore,61,103.477
388756a1,query,225,404.532
38f8755b,query,58,401.537
b958bc49,explore,22,23.311
b85e1118,explore,33,102.735
388756a1,query,63,407.485
391bdd7c,explore,32,57.793
38fd03b4,explore,314,76.882
38d3457c,,10,
38ba2b03,query,337,394.244
385b5150,query,27,438.505
3644b520,explore,150,156.337
39217004,query,64,424.065
b8935c96,explore,48,109.564
388bd213,explore,22,70.091
b81e0892,explore,22,39.295
38638071,explore,97,140.029
389b888b,explore,59,141.127
b5cc32f9,explore,44,97.172
3883cda9,explore,104,127.167
3941e8a2,explore,128,187.342
38cbc9c4,explore,45,48.782
38638071,welcome,96,32.493
3936d138,query,58,443.264
b8054a1c,welcome,7,36.347
383d3e27,explore,62,142.210
386f3062,welcome,39,32.917
b807f47b,explore,135,120.920
39217004,explore,22,179.236
b6861f95,query,88,392.860
38b2fe0e,index,30,47.188
3936d138,query,213,382.340
b88043b2,query,91,418.418
b6922299,,14,
b8d520d5,explore,22,113.876
b8aa3054,query,79,341.794
b746a9af,welcome,23,44.020
b94276da,welcome,95,28.144
b8475e01,,82,
3923d69b,query,203,438.278
b7e3d502,,31,
b8a21ebf,welcome,87,26.014
39049e06,explore,22,108.138
389418ee,welcome,88,15.192
b8c6f1f5,explore,48,76.313
3887b730,query,123,462.760
b77896cf,,17,
3923d69b,query,41,345.002
b72004d6,query,124,395.760
b87b055b,query,52,503.907
b70956d0,query,17,300.186
37b6ce35,index,11,48.289
b82a2c73,query,38,412.688
390bce3e,query,31,364.232
36e7e141,welcome,84,38.035
39110bc6,query,32,448.076
b8cc8c8d,query,219,476.446
38bfffaf,,18,
393c1d0a,query,75,258.977
386f3062,explore,22,86.922
b78700fd,welcome,9,43.346
38e31cd0,welcome,13,15.032
b90288f8,query,42,434.603
3773c216,welcome,7,28.753
38dbb0ac,explore,166,124.793
37e3a30c,,94,
b8ae7201,query,97,362.853
b807f47b,query,39,385.178
392a7586,explore,22,94.283
b95443bb,,11,
b6861f95,welcome,18,42.924
395289cf,explore,206,115.369
b8a2c430,explore,23,119.422
b77896cf,welcome,22,26.200
b9121871,welcome,7,18.497
b79005ea,query,160,379.496
38d32b7b,query,17,524.846
b6861f95,index,4,53.696
368c88f2,explore,126,131.649
b7b47e0b,query,17,312.261
b7594e21,explore,138,160.185
38c2f9f3,query,62,489.693
b9081a90,explore,298,117.826
37efae52,explore,214,46.202
b6997bba,explore,25,64.324
38b3b5f9,explore,26,107.668
b8935c96,query,67,307.402
b7fbf867,query,41,429.350
b9195050,welcome,39,37.288
383b3d16,explore,589,78.071
b95f8e0c,query,17,342.294
39296347,explore,105,98.554
b78700fd,explore,22,113.799
38c30708,explore,336,104.986
3890426b,index,4,48.113
b88ed6a2,index,23,43.563
380a8ee6,welcome,58,16.526
38a3d32c,explore,253,102.691
b746a9af,query,79,404.278
384ff169,,117,
37b6ce35,welcome,77,27.469
b89b6351,query,47,390.427
3896f78b,explore,22,122.699
391bdd7c,,10,
38a3cc99,query,107,435.896
38aa4533,query,17,410.914
b7c1635e,index,35,80.292
38955a40,explore,84,142.216
b6fc5e8f,welcome,7,27.019
b9108f1f,query,17,366.603
b96b7476,query,40,379.435
b9191707,explore,22,107.114
b8935c96,query,39,401.163
b91b0aa5,explore,36,105.607
39676437,explore,22,104.127
389d0f58,,14,
38170658,explore,96,17.592
38ea5b05,explore,22,140.200
39626740,,44,
386f3062,explore,22,118.220
b79814ce,query,162,289.736
389418ee,welcome,7,28.546
b92265d7,query,72,400.182
38b2fe0e,explore,22,90.641
b81e0892,,24,
b7594e21,index,4,73.817
b8a21ebf,,87,
b96aff6b,explore,35,198.165
b987cfa2,index,15,36.021
b96b7476,query,226,363.487
38dc90f7,query,112,389.136
b92265d7,explore,22,140.295
3968688e,explore,197,98.931
35212ec2,query,17,366.352
383d3e27,query,20,354.754
b746a9af,query,92,353.186
3941e8a2,query,136,304.807
b8ca1285,query,118,373.676
b81e0892,explore,22,141.654
37ed171a,explore,192,84.747
38dbb0ac,query,24,322.746
b96aff6b,query,60,364.242
38a2baf1,query,137,437.105
b87a3d54,query,211,413.784
38c2f9f3,query,33,409.658
394dc7e7,query,41,468.498
b9390706,query,17,442.622
b9344041,query,178,379.508
b7420057,query,194,325.323
b9000e9b,query,256,442.992
38c3555e,explore,69,159.994
b81f8856,welcome,80,30.341
38c30708,index,13,39.907
b6ddbe3a,index,4,52.378
3894d694,query,222,440.739
b77b0f90,,56,
b813b642,welcome,7,27.215
3880ebfa,query,57,405.732
b96b7476,query,18,363.752
38c439eb,explore,92,138.835
b7f018b2,query,132,366.933
38955a40,query,143,443.146
b9120a49,explore,62,46.790
38027d89,welcome,7,48.848
b9262f51,query,50,317.228
b89ac8ef,query,17,288.516
380a8ee6,query,17,313.769
3843fd1b,welcome,11,36.666
b7c75f1c,query,186,468.874
39196c18,query,40,324.239
b77b0f90,welcome,28,21.434
b8c6f1f5,index,4,39.496
39130beb,explore,58,156.319
38d6a39a,index,29,67.583
b61dd662,welcome,7,21.580
38955a40,explore,211,97.159
b6861f95,query,46,396.450
b8f6edd3,query,152,342.229
b9108f1f,explore,54,103.841
3825d553,explore,23,86.018
b70956d0,query,19,403.912
b7ce9e6c,query,64,314.717
387c1642,,89,
38a3cc99,,221,
393ce80f,explore,103,137.030
b60640cd,query,116,384.262
b90cd7e2,,22,
b8a21ebf,explore,54,107.104
b882a572,query,103,337.390
b92265d7,explore,184,189.979
b72ec9aa,,23,
b7f018b2,explore,39,119.391
b90288f8,welcome,17,25.349
38da6d20,welcome,7,34.731
36b6207b,query,19,373.976
37e3a30c,index,92,21.774
3945c449,welcome,45,33.768
38983d99,explore,22,111.002
b79fc36b,explore,22,117.742
b6deebd2,explore,40,110.609
38b3b5f9,explore,93,123.241
b7ad8cfa,query,154,310.415
3887b730,explore,97,133.135
b8f6edd3,welcome,43,14.510
b8ddc9d6,query,83,281.190
38512452,query,37,535.810
387f34dd,explore,268,140.418
389b3b04,query,65,432.375
b903f1ba,query,17,408.224
b6b9bbf2,query,110,325.845
39049e06,,10,
393524d4,query,161,435.700
b9081a90,explore,145,46.254
b8dcdb7e,,116,
38879321,explore,134,191.456
b7fbf867,explore,146,109.897
3960ca92,welcome,20,21.972
38512452,index,18,52.233
b7299437,index,44,31.165
392b259d,explore,22,127.039
b8896b9d,,79,
b90a8e1c,explore,192,87.360
b92cf8ba,query,47,359.379
387f34dd,welcome,7,26.581
b8aa3054,query,97,357.283
b8379699,explore,162,82.702
b6861f95,query,53,401.563
b8a9a15d,,29,
b77b0f90,query,102,402.270
38fce36c,query,164,373.322
39217004,explore,106,87.457
b7299437,index,4,52.705
389418ee,welcome,9,30.482
b8261dc3,welcome,36,20.111
38a9678f,explore,74,67.366
38130fc5,explore,122,156.934
b92cd41e,query,56,422.043
b7dbb5cc,query,145,341.130
b750a50c,query,54,348.318
b88ed6a2,welcome,10,17.406
b750a50c,query,17,317.420
b90ab8f5,welcome,7,33.755
b90ab8f5,query,56,371.137
37edb843,welcome,12,29.242
383d3e27,explore,22,137.128
38dbb0ac,explore,221,90.857
38c30708,query,33,361.910
389418ee,explore,85,75.851
3921f605,index,32,50.050
38512452,welcome,15,29.668
388e2da8,index,8,52.944
3936d138,explore,124,114.331
3808e492,,10,
b8475e01,welcome,11,33.482
393524d4,query,73,325.629
b89ac8ef,welcome,51,35.844
38863ecf,explore,61,101.802
382dac59,index,5,34.755
37b6ce35,welcome,27,35.190
b6fc5e8f,,26,
3981c566,explore,248,110.017
391b78a8,query,17,399.439
38f54dfb,query,88,447.117
3808e492,query,147,298.131
b9121871,query,17,451.730
380a8ee6,query,73,289.926
b8ca1285,explore,83,159.821
b79005ea,query,24,387.024
382103e1,explore,22,75.516
389418ee,welcome,12,28.692
38e24149,query,103,516.824
b90c0831,query,366,467.204
386dda80,,46,
39316be8,explore,146,141.920
36f42680,index,21,25.176
b9952c38,query,17,380.678
38cbc9c4,explore,27,105.594
384dbf57,query,168,470.798
b881f398,query,108,218.119
38cf1081,,10,
b8896b9d,explore,292,104.315
3809ca97,explore,128,115.537
b8a21ebf,query,31,423.160
b8896b9d,index,25,38.396
b7e1cc7f,query,40,310.865
b88c7d38,query,17,422.926
38301008,query,110,346.312
b61dd662,,45,
b903f1ba,query,91,389.352
367fc56b,explore,65,110.725
b8ba40f8,query,17,406.772
b90ab8f5,,19,
b8a21ebf,explore,26,140.954
38dc90f7,index,23,44.960
3981c566,explore,41,150.890
38dbb0ac,,16,
387f34dd,index,28,55.363
38b384d5,explore,133,128.708
b8c922ef,welcome,63,36.315
37a748c8,query,310,293.672
38e31cd0,query,39,406.857
383d3e27,query,123,485.560
384ca141,explore,60,64.938
39049e06,welcome,112,30.487
b7a004f7,welcome,24,11.224
b7299437,welcome,39,45.769
b7420057,query,210,346.026
38f0bd8f,query,18,471.177
3811386a,query,96,372.940
b7febdb2,explore,173,97.434
b849685b,query,52,427.776
b9120a49,welcome,174,14.204
36b6207b,query,57,412.400
39093767,,26,
b82e11a5,query,88,339.338
38da6d20,query,181,368.797
385e90a7,,10,
38955a40,explore,642,95.903
b90cd7e2,query,25,434.921
b60640cd,explore,135,114.267
38d6a39a,explore,250,110.708
389b3b04,explore,283,65.580
b8767cf4,explore,105,107.187
382e0879,explore,216,169.508
b8a9746b,query,52,467.803
b85e1118,explore,166,60.577
b90288f8,query,187,455.989
38c30708,query,105,344.907
b8ddc9d6,query,43,454.964
37a1308e,index,4,66.575
b881f398,query,17,233.970
3923d69b,welcome,8,37.531
b8c922ef,welcome,12,28.735
38aa4533,index,62,73.835
b912d702,index,4,35.937
b7ce9e6c,explore,38,77.755
b8898150,query,105,263.640
b8ca1285,explore,126,149.250
b8bac31c,query,341,522.214
b6c917eb,welcome,16,45.779
b84ed406,welcome,20,23.922
39217004,explore,98,205.299
b9081a90,index,5,86.933
b87a3d54,query,64,370.556
3870a5bf,query,24,378.688
370f659c,query,17,452.581
38641006,welcome,51,31.387
b87b055b,query,91,398.118
390a70ad,welcome,7,33.935
b92265d7,query,125,374.434
3823b799,welcome,42,20.123
b789f5de,explore,142,137.214
b58345a7,explore,233,85.924
3941e8a2,explore,151,78.002
b6cccf57,welcome,11,46.077
b8b67c57,query,250,391.359
b6997bba,query,164,414.171
b8896b9d,query,17,368.851
b833f56b,query,81,417.767
b891e15d,explore,365,0.222
b74ab656,explore,157,87.767
38dc90f7,query,39,329.852
38fd03b4,query,17,322.566
38638071,query,193,311.977
b88043b2,explore,55,122.893
3823b799,welcome,55,27.452
36f42680,explore,22,69.608
3808e492,query,158,352.169
b89ac8ef,query,21,423.863
b87b055b,query,222,431.052
b61dd662,query,103,384.890
38641006,welcome,7,36.252
b85a4e19,explore,120,92.074
b6861f95,,13,
b97570be,query,74,384.712
38027d89,,10,
39118432,welcome,80,29.560
389d0f58,welcome,7,32.122
39449c05,welcome,16,39.246
38a9678f,welcome,19,24.824
b8f6edd3,explore,27,63.610
39584cc9,explore,22,168.492
b6922299,,20,
38da6d20,index,35,71.677
3809ca97,explore,150,100.740
3721779d,explore,249,150.223
b8abbf79,query,126,479.335
b887ef72,welcome,33,17.439
3701d6fe,query,86,347.984
389418ee,welcome,12,33.792
b8dcdb7e,query,90,356.277
b5acf6ba,explore,66,79.102
b74ab656,explore,52,69.935
38abb269,welcome,7,25.460
b8cacea4,explore,146,84.349
35212ec2,query,17,475.792
3880ebfa,index,31,40.038
38bf736b,explore,233,204.718
b81e0892,query,196,323.817
3936d138,query,327,421.549
b919aba9,explore,136,210.419
386f3062,query,147,409.808
b6c917eb,explore,22,98.827
3806a641,explore,82,83.160
b90288f8,query,178,365.997
b87b055b,welcome,11,37.062
b8957973,welcome,17,39.091
b7ce9e6c,explore,230,132.584
b911e5ea,query,51,346.424
b750a50c,explore,74,54.247
38a3d32c,welcome,16,10.794
393e1675,query,122,453.172
390bce3e,query,276,452.253
38d37e82,,98,
38a6be1c,welcome,14,30.382
3941e8a2,query,54,466.904
b79814ce,query,66,489.981
b91cf28a,query,105,243.742
b92cd41e,query,372,331.575
b7febdb2,explore,24,112.462
b910f550,explore,99,158.845
37ebb4e5,query,23,323.015
b7fbf867,explore,51,148.386
38c439eb,explore,35,103.519
b7c1635e,query,17,253.401
395289cf,query,17,466.489
b7bd5c6d,query,68,479.911
38bfffaf,explore,64,15.182
b88c7d38,welcome,8,36.724
b95f8e0c,index,4,37.326
b8bac31c,welcome,9,25.469
38d6a39a,query,184,480.996
b88c7d38,query,109,434.135
3921f605,query,36,415.061
38dc90f7,query,56,431.306
3960ca92,,99,
3894d694,explore,139,131.574
b7299437,query,147,412.327
388e6746,explore,172,115.100
395a1dcc,index,4,61.220
b96b7476,explore,63,121.947
b8a9a15d,explore,22,195.819
38fd03b4,explore,39,27.211
b746a9af,welcome,12,18.230
b871ac93,query,97,330.105
3850a4af,welcome,41,27.632
b813b642,query,21,269.283
38abb269,query,48,332.899
37a1308e,welcome,7,33.856
b7a004f7,explore,55,81.192
b96aff6b,query,37,354.707
b77896cf,query,18,363.390
b85002fb,query,23,348.304
b97570be,query,156,357.683
38bfffaf,index,35,37.047
b8cc17a8,,242,
389f10a1,,10,
386ddfdd,explore,81,109.913
b88144f3,query,20,453.662
38955a40,index,5,16.919
b9191707,welcome,7,28.748
b6deebd2,explore,69,38.929
3896f78b,index,4,66.510
391b78a8,,26,
b750a50c,,123,
b8d520d5,query,173,390.324
395289cf,,10,
38de2e37,query,32,381.675
b88ed6a2,query,17,394.813
b9195050,query,48,357.977
b8133ba2,explore,22,52.473
37edb843,query,71,415.576
389b3b04,,15,
388e2da8,explore,22,147.680
39130beb,query,157,260.926
38638071,explore,206,30.580
b91383bd,welcome,25,23.950
39584cc9,welcome,13,29.776
36a43fd8,welcome,47,37.774
391bdd7c,explore,195,145.694
38741dd4,explore,148,91.311
386ddfdd,query,17,358.034
b7671954,explore,190,62.840
38dbb0ac,index,4,49.653
b88c041a,query,122,544.527
b8ca1285,welcome,7,22.145
b88c041a,,26,
383da34c,index,12,47.543
b7e3d502,explore,54,104.769
b85e1118,query,43,371.221
b8c6f1f5,query,28,326.456
38de2e37,query,80,422.648
b91383bd,query,150,440.184
b8c6f1f5,query,73,484.869
b911e5ea,index,4,58.577
3928a6c8,welcome,7,38.119
38f0bd8f,query,17,357.145
38027d89,query,17,318.704
3827b8ad,explore,102,107.649
b6deebd2,explore,279,93.180
b6cccf57,explore,22,65.665
b813b642,query,178,424.483
3644b520,query,175,391.978
367fc56b,query,194,406.278
36f42680,explore,23,70.498
3825d553,query,75,368.965
36d407a9,explore,22,156.707
b79d616e,query,19,416.744
3936d138,explore,22,133.466
b7e3d502,explore,22,156.559
38b437bc,welcome,23,36.983
b78700fd,welcome,7,27.604
39196c18,index,14,38.577
376b816a,query,162,405.815
b8dcdb7e,index,4,70.256
b8a40db7,explore,183,143.086
384ff169,index,7,30.051
37efae52,query,299,504.327
3808e492,welcome,40,31.211
b546cbbc,welcome,35,35.593
b81e0892,explore,65,92.393
3921f605,query,53,415.030
39449c05,query,18,325.924
379b789b,index,6,42.920
39130beb,query,47,362.046
b91cf28a,query,20,372.982
3896f78b,query,102,351.886
3928a6c8,query,123,445.975
38a3d32c,query,17,423.793
38c30708,query,49,385.026
b79814ce,explore,179,152.807
38c439eb,query,18,368.431
b8a8fcd0,query,115,333.775
b807f47b,query,73,435.775
b8896b9d,query,55,246.452
3896f78b,explore,99,128.849
b72f7391,explore,73,102.824
3806ff7f,query,67,297.356
b7ad8cfa,explore,52,35.396
3959f160,welcome,46,26.162
b7420057,welcome,7,23.215
b7b47e0b,welcome,9,25.776
b903f1ba,index,9,45.520
39093767,,114,
b77b0f90,explore,87,116.770
37a1308e,query,80,382.228
38dc90f7,query,17,360.070
b750a50c,explore,22,84.413
38d9e829,query,17,221.339
38b70e3b,query,28,470.659
b91383bd,explore,22,109.240
38f3a841,welcome,7,26.186
39676437,query,132,444.733
b8e1204d,query,62,461.453
3960ca92,query,17,294.679
382103e1,explore,22,82.901
b89ac8ef,explore,247,157.906
3721779d,query,34,459.965
38b70e3b,welcome,8,27.620
b88a3b8d,index,21,57.816
3809ca97,explore,169,54.115
368c88f2,welcome,20,23.500
38f54dfb,explore,22,168.006
b8a21ebf,explore,291,126.618
b8ddc9d6,query,17,331.405
3960ca92,query,82,396.813
b92cf8ba,explore,22,40.855
3880ebfa,welcome,8,32.591
b88144f3,explore,122,94.930
38239974,explore,77,201.245
b6416473,welcome,83,22.603
b89ac8ef,,173,
b891e15d,query,23,394.105
b8438a9c,welcome,7,34.622
b88a3b8d,welcome,7,34.393
b8cb2383,welcome,62,42.249
3907bd4a,,21,
b67cf4ff,query,122,339.288
3907bd4a,query,111,398.991
b6861f95,query,72,322.611
b6861f95,explore,22,157.174
b8aa3054,welcome,7,36.549
b9191707,explore,84,103.340
37ed171a,welcome,39,32.635
b92cd41e,query,17,351.325
387c1642,query,17,234.155
38aac5ea,welcome,7,21.215
38f03bfb,index,14,40.717
b6416473,,10,
38da6d20,query,27,296.764
37d81570,welcome,68,18.218
b8261dc3,query,90,440.949
38dc4e91,query,305,398.412
b8ef0640,explore,22,85.199
b90a8e1c,index,10,58.407
37a748c8,index,4,47.858
37ae923c,query,17,287.992
39110bc6,explore,128,73.578
b8a9a15d,welcome,7,18.366
b8bac31c,index,8,62.378
37efae52,welcome,32,14.329
39118432,,12,
387e9322,welcome,58,38.306
3788f613,query,267,339.480
38fce36c,,10,
385e90a7,,79,
b7fbf867,query,17,344.537
b7ab0001,explore,299,92.350
b8a8fcd0,,45,
36b0883c,explore,108,141.077
b7e3d502,welcome,28,32.060
3968688e,welcome,15,31.807
b78294d1,,43,
b871ac93,query,543,388.277
38cbc9c4,explore,212,124.739
b77b0f90,query,202,428.934
b8c3d269,query,64,463.337
36b0883c,explore,82,16.547
38d0b95b,,10,
b9195050,query,87,406.978
37ed171a,query,17,393.323
379500b9,welcome,10,39.450
38b384d5,index,4,40.169
b8a7faed,query,55,396.466
b8261dc3,query,133,379.836
37d827b6,welcome,38,17.668
3981c566,query,21,333.785
370f659c,query,125,325.322
388e2da8,query,43,455.089
b90a8e1c,index,12,80.427
b81e0892,query,20,389.112
b88ed6a2,explore,47,93.067
b92265d7,query,210,325.238
b746a9af,explore,322,159.088
b88c7d38,explore,118,114.041
b887ef72,index,4,39.093
b96b7476,welcome,27,25.982
b8992afd,welcome,50,30.629
393ce80f,index,10,61.017
b887ef72,query,165,383.294
b7c1635e,query,73,442.101
b92cf8ba,welcome,24,44.600
384ca141,query,85,330.995
b91b0aa5,explore,99,93.756
b78294d1,query,20,498.108
b8ae7201,welcome,169,33.599
b8d520d5,explore,22,47.396
387f34dd,query,37,348.724
3929139f,,10,
38130fc5,explore,24,114.355
367fc56b,explore,114,28.802
387c1642,index,7,41.810
b8ddc9d6,welcome,25,21.184
388756a1,query,48,512.262
379b789b,,74,
389b888b,,10,
384ca141,,281,
b77b0f90,query,22,474.514
b76ac97a,explore,87,76.274
3880ebfa,explore,100,109.106
b88043b2,explore,67,179.453
b8cb2383,welcome,33,33.217
38f0bd8f,explore,83,189.711
b8cb2383,query,177,272.125
39676437,query,154,295.703
b8d520d5,query,38,327.359
b7ab0001,query,17,478.544
37b6ce35,query,21,375.051
3923d69b,index,11,55.292
38ea5b05,query,27,393.870
b70956d0,,205,
b90cd7e2,explore,22,110.554
b88ed6a2,query,17,274.744
b78700fd,index,11,63.307
b9120a49,welcome,20,32.182
37ed171a,welcome,7,27.624
3788f613,query,17,430.914
3883cda9,query,17,430.150
b8ba40f8,welcome,9,30.183
38860d51,welcome,11,28.420
b8cda2e8,explore,93,85.098
b90cd7e2,explore,350,73.355
b67cf4ff,query,92,259.580
38981501,,10,
b8957973,query,155,479.922
39196c18,query,90,334.227
b8aa3054,query,17,375.360
b90cd7e2,query,24,481.618
38b2fe0e,explore,88,50.567
b891e15d,index,4,35.631
b61dd662,query,17,413.517
b6922299,query,40,327.348
b74ab656,welcome,28,37.541
3968688e,explore,182,122.314
3945c449,,10,
38c3555e,index,47,78.223
b8abbf79,explore,126,120.847
b91b0aa5,explore,22,81.223
b9195050,welcome,64,36.896
38f54dfb,explore,168,112.266
b5cff196,,22,
b58345a7,query,35,509.020
37b6ce35,explore,200,120.298
3906bd28,welcome,63,36.619
b96aff6b,explore,49,42.917
38e31cd0,welcome,18,36.895
b91383bd,,35,
390a70ad,explore,210,112.245
b96b7476,welcome,15,33.491
b72004d6,welcome,7,28.561
38d37e82,explore,31,146.202
393c1d0a,welcome,9,32.599
38130fc5,query,46,312.624
b91b0aa5,query,17,329.432
b8054a1c,welcome,41,33.679
395289cf,explore,30,53.644
38f8755b,query,47,336.693
b895c2d6,explore,402,171.297
38d3457c,welcome,15,10.839
38c2f9f3,explore,251,157.918
b8ef0640,index,17,29.393
38dc4e91,query,17,455.309
37ed171a,index,19,47.860
b87b055b,query,26,418.698
b94f006d,explore,459,94.880
37d3e76b,,23,
389d0f58,explore,137,77.370
b849685b,explore,52,157.542
38ea5b05,explore,152,74.916
39626740,query,182,418.028
b987cfa2,query,49,304.353
b92265d7,query,17,344.962
b7e1cc7f,welcome,30,25.689
3827afc0,explore,167,45.551
b72f7391,query,26,348.711
38b2fe0e,welcome,43,34.607
37b6ce35,index,4,58.196
38f54dfb,,55,
b87a3d54,welcome,8,38.832
3788f613,explore,175,65.285
b871ac93,,39,
38dc4e91,query,97,366.462
387f34dd,welcome,7,27.502
37a1308e,query,18,306.123
b8a8fcd0,welcome,52,42.401
b82e11a5,query,39,280.156
b8767cf4,welcome,7,21.591
3981c566,query,17,358.517
b8935c96,query,106,376.476
39626740,explore,33,75.204
b9191707,welcome,7,19.486
b88c7d38,query,55,366.151
383f3e87,welcome,10,37.142
b8ae7201,query,46,364.828
3870a5bf,welcome,33,28.453
b895c2d6,welcome,62,45.072
382eebcf,welcome,23,24.796
b7e1cc7f,query,40,444.420
b6fc5e8f,query,17,280.394
37d3e76b,explore,113,127.476
b7ce9e6c,query,53,402.394
b90ab8f5,query,83,482.496
37ae923c,welcome,40,31.065
b90ab8f5,query,17,357.604
b8ae7201,query,17,301.432
b6ddbe3a,query,81,349.624
37b01d54,welcome,7,37.083
386ddfdd,welcome,7,24.337
b81f8856,query,17,405.226
b89b6351,explore,134,144.796
38a7fa42,query,135,447.537
38a2baf1,explore,315,168.459
38fa1db7,explore,207,131.888
38c2f9f3,welcome,7,13.781
b958bc49,explore,46,143.362
b85002fb,query,28,432.051
b94f006d,explore,134,148.300
38b70e3b,query,137,422.179
38b2fe0e,query,36,262.098
b849685b,explore,569,113.266
391f90b6,welcome,25,25.093
b8cda2e8,welcome,50,33.615
b6997bba,welcome,45,28.289
36b6207b,explore,102,131.499
3827afc0,welcome,32,41.729
38c30708,,10,
3923d69b,,24,
b911e5ea,,25,
38955a40,explore,22,58.476
37a748c8,query,19,324.808
b947c148,explore,31,133.706
b79814ce,query,305,426.051
38641006,query,44,342.324
38301008,query,189,443.779
38983d99,explore,153,112.306
36f28a7a,explore,262,85.642
389418ee,welcome,7,21.089
37ae923c,explore,40,158.426
393c1d0a,explore,64,65.529
389418ee,explore,30,174.606
36f42680,index,35,18.552
37cc3efc,explore,22,88.445
b911e5ea,welcome,20,17.058
b8896b9d,welcome,7,24.874
3883cda9,query,49,382.737
b7420057,explore,33,128.223
388bd213,explore,178,169.521
389f10a1,,112,
b987cfa2,query,26,406.067
b91383bd,explore,153,120.620
b910f550,query,23,315.930
b8a40db7,query,86,268.141
b5cff196,query,197,401.575
38fa1db7,query,22,311.882
b79d616e,query,46,378.395
388bd213,query,19,333.568
b5cc32f9,explore,128,119.095
b8ca1285,index,4,57.951
b919aba9,explore,61,137.219
b747cf01,explore,22,71.394
b9394069,,17,
b89fc1e1,index,8,39.612
b94f006d,explore,32,77.434
b7c75f1c,query,81,338.602
3928a6c8,welcome,75,40.259
389d0f58,query,37,381.093
b5cc32f9,query,17,319.506
38f3a841,welcome,12,23.197
38bfffaf,index,12,66.178
b61dd662,,10,
38dc90f7,welcome,47,36.511
3806ff7f,query,65,383.253
37b01d54,,38,
384ff169,query,38,325.874
3870a5bf,,190,
38e31cd0,query,225,437.819
b9108f1f,query,17,400.374
389b3b04,explore,230,81.059
b89b6351,query,17,318.175
38955a40,query,89,415.564
384ca141,explore,22,123.642
b89b6351,query,17,452.854
39217004,,10,
3806ff7f,,10,
